Achievements/AC01_DESC: 击败默哀守望者
ST205_MIRIAM/DLG_20505_2: 我不知道我们是否还能再相见，无名的勇士。但是请你收下这个吧，这是我的一点心意
ST205_MIRIAM/DLG_20506_0: 有了这个祷文，你便可以启用我的部分力量
ST205_MIRIAM/DLG_20506_1: 使用的时候还需谨慎，因为它的魔力来自于阴影
ST205_MIRIAM/DLG_20507_0: 勇士，帮帮我，进入门内，帮我取回水晶碎片
ST205_MIRIAM/DLG_20508_0: 求你了，帮我取回剩余的碎片
ST205_MIRIAM/DLG_20509_0: 水晶正在重组，我能感受到它的魔力，能听到它的召唤…
ST205_MIRIAM/DLG_20510_0: 勇士，你已经取回了所有碎片
ST205_MIRIAM/DLG_20510_1: 我们返回镜像大厅吧
ST205_MIRIAM/DLG_20511_0: 我们返回水晶所在地吧
ST205_MIRIAM/DLG_20512_0: 有缘再相见，勇士
ST20_CORPSES/DLG_2001_0: 我目睹了大主教的掘墓仪式。我亲眼看见他们如何用酒给他洗净骨头，然后给他穿上丝绸和黄金的衣服。我看见他们把最漂亮的珠宝放在他的脸上，亲吻他的前额。我看着他们把戒指戴在他的手指上，亲吻他的双手。他们把他扶起来，叫着他的名字，摇晃着他，让他看起来好像又在走路一样
ST20_CORPSES/DLG_2002_0: 我能在这些墙中间感觉到我们的女神。我能感觉到她的温暖，因为她的脸还在燃烧，让我想起了她的牺牲和我们的牺牲。痛苦、寒冷和灼伤就是我们的圣则
ST20_CORPSES/DLG_2003_0: 我很害怕。当我们把小家伙放在那个柳条女人的怀里时，他立刻停止了哭泣，好像那是他的母亲一样。有时候我忍不住想柳条里一定有什么东西。有时它似乎在黑暗中摇动着他
ST20_CORPSES/DLG_2004_0: 的确，这是呻吟。它来自这个地方最深处的核心，盘旋而来，随着它自己的回声生长，在青铜浮雕中扭曲变形。三个交织在一起的喉咙发出的哭声，来自于一次忏悔，一次哀悼。这里几乎没有光，只有寒冷和呻吟
ST20_CORPSES/DLG_2005_0: 我看见他从铁栏间走过来。我看见火穿过他的胸膛，把他烤焦了。我看见火又从稀薄的空气中燃烧起来，把他的皮肤熔化了。他与火焰同行，火焰也与他同在
ST20_CORPSES/DLG_2006_0: 我在梦中听见他对我说话，虽然他的话没有声音。我梦见他看着我，他的眼睛是银做的
ST20_CORPSES/DLG_2007_0: 当我经过那永恒痛苦的教堂时，我绝不能让自己进去。她仍然痛苦地尖叫着，就像他们把她带到这里的第一天一样。「活着的奇迹！」他们说。奇迹满足了她的愿望，现在我们向她祈祷，看着她无尽的磨难
ST20_CORPSES/DLG_2008_0: 那些躲在天花板上，藏在祭坛饰品中的小东西是什么？我呼唤它们时，它们似乎并不在意。它们被丝带覆盖着，似乎是某种看不见、感不到、持续不断的风中飘零…有时我听到它们哭，有时我听到它们笑。你们究竟是什么，神圣恩典的创造物！？
ST20_CORPSES/DLG_2009_0: 我听见他们在读书。他们低声念着禁书。这是不断的低语，它的回声一旦进入我的脑海就拒绝离开。我知道，如果不是我的疯狂先下手为强，我的好奇心会害死我的
ST20_CORPSES/DLG_2010_0: 现在更近了。冰的哭喊面庞表明修道院就在附近。它们预示着墙内等待着我们的痛苦。我请求这股寒意可以怜悯我，让我爬上山峰，在那里我将重生为金色脸庞的姐妹
ST20_CORPSES/DLG_2011_0: 在这神圣的地面上，我将获得安全。他们听不见我的脚步，也听不见我的恐惧。奇迹想让那些树上的橘子落下时不发出任何声音，这样我们就只会听到风穿过柱子和扶壁的声音了…现在我只能听到那些被奇迹惩罚的人可怕的尖叫声。我会耐心等待的
ST20_CORPSES/DLG_2012_0: 大香炉还需要多少祷文？它什么时候会耗尽力道，停止摇摆？我们什么时候才能重新站起来？低下你的头…闭上你的眼…祈祷…不要起身
ST20_CORPSES/DLG_2013_0: 那里有一棵金属树，如桥梁的守卫般矗立着。那棵树皮斑驳的大树象征着圣王与奇迹的最后交流。面对这永恒的黄昏，我将等待，直到我走向大梦境的彼岸
ST20_CORPSES/DLG_2014_0: 我感到自己在衰弱。我被判衰朽，以这个强迫的祈祷姿势遭到遗弃。我再也听不见其他人的声音，只有他们生锈的笼子在风中摇摆
ST20_CORPSES/DLG_2015_0: 它一定在这附近…钟声响个不停。我甚至在梦中都能听到它的丁当声。我的手在挖掘中受伤了。它一定在这附近…再受一次伤…我听到它就在附近…
ST20_CORPSES/DLG_2016_0: 我再也受不了了。那个声音…那钟声将永远伴随着我。无论我去哪里。这是我的遗言。是时候前往这个诅咒之梦的另一边了
ST20_CORPSES/DLG_2017_0: 今晚月亮穿了一件长尾礼服，一头公牛在岩蔷薇和阴影之间盯着她
ST20_CORPSES/DLG_2018_0: 它不可能…我发誓那幅画中画着的蜡烛已经点燃，房间里还闪着光…我是不是疯了？
ST20_CORPSES/DLG_2019_0: 「Videte ne quis sciat」
ST20_CORPSES/DLG_2020_0: 我的孩子，聆听这股寂静吧。这是种起伏的寂静，一种山谷和回声滑过的寂静，一种使我们低下额头的寂静
ST20_CORPSES/DLG_2021_0: 在这些悬崖峭壁上，在积雪深渊的脚下，一个秘密的根源等待着那些有耐心的人…
ST20_CORPSES/DLG_2022_0: 一上一下，一上一下…比疼痛更糟糕，比寒冷更糟糕的就是吱吱声，那该死的生锈机器地板上不断发出的吱吱声
ST20_CORPSES/DLG_2022_1: 为什么人们会把它用得这么狠呢？
ST20_CORPSES/DLG_2023_0: 一些最珍贵的禁断艺术品被放逐到了遗忘之地，并被这些墙所吞噬…
ST20_CORPSES/DLG_2024_0: 修女们在地窖里的两个圣像面前卑躬屈膝。他们可能在保守什么秘密…
ST20_CORPSES/DLG_2024_1: 他们的眼睛期待着牺牲，期待着痛苦，期待着鲜血…
ST20_CORPSES/DLG_2025_0: 一半的人没有回来…
ST20_CORPSES/DLG_2026_0: 大家全部通过…
ST20_CORPSES/DLG_2027_0: 地下之路并非正途。地道之中流传着这样的谎言。狂风啸声、波涛呼声不绝于耳，但是此间既无风也无海…桅杆上燃烧的蓝色火焰也无法灼烧我们的双手…
ST20_CORPSES/DLG_2028_0: 一道圣光照亮了铁树最高处的枝杈。夺目的光辉透过高墙，射入大厅，而她就安身于此，在这圣光的照耀下，我的眼睛泛着紫光。
ST20_CORPSES/DLG_2029_0: 我听到上面有脚步声，那声音远在根须之上。我听到了岩石后面有嘈乱的喘息之声。我听到了附近有蠕虫，在向我一步步蠕动。
ST20_CORPSES/DLG_2030_0: 大门欺骗了我，它们挺不想让我离去。墙壁才是唯一不会撒谎的。穿过墙壁才有逃出此地的路…
ST20_CORPSES/DLG_2031_0: 水面宁静而黑暗，就像乌黑的大理石一般。我的脸倒映在上面，就像照在黑暗的镜子中一样，这让我无法逃出它的凝视…
ST20_CORPSES/DLG_2032_0: 我们必须回去。我看到了阴影，我看到了黑水下的黄金。我们必须回去，接近大海之时，大海就会怒颤
ST20_CORPSES/DLG_2033_0: 我看到了女神，她是金锦相织的忏悔者，她戴着头盔，挡面板遮住了她的眼睛，她观察负咒之人和徐徐日出之时，我们看不到她的眼睛…
ST20_CORPSES/DLG_2034_0: 愿奇迹保护那些毫无准备的灵魂，他们敢于挑战骷髅会的声音，而她不允许任何人打断她的歌声
ST21_JAILED_GHOST/DLG_2101_0: 不要怕我的身体，因为有那么多光明和黑暗穿过了它；也不要怕我的脸，它从这些金条后面显出了丑态
ST21_JAILED_GHOST/DLG_2101_1: 我叫索利达，奉圣王之命被锁在这个笼子里，然后奇迹开始装饰起了它
ST21_JAILED_GHOST/DLG_2101_2: 当我的身体还是蓝色的火焰时，至高意志给了我帮助你的机会
ST21_JAILED_GHOST/DLG_2101_3: 我将等待，沉睡，直到你把这些念珠绳结交给我，好让我的烟之手把它们扎起来，这样就让你的念珠串拥有了新的奥秘
ST21_JAILED_GHOST/DLG_2102_0: 一旦你拥有了新的念珠串绳结，就记得回来吧
ST21_JAILED_GHOST/DLG_2102_1: 愿你的内心能从罪孽中解脱
ST21_JAILED_GHOST/DLG_2103_0: 现在，让我来系上一个新的奥秘吧
ST21_JAILED_GHOST/DLG_2104_0: 你的念珠串的奥秘现在完成了
ST21_JAILED_GHOST/DLG_2104_1: 我的任务完成了，虽然我的罪孽现在已经不可饶恕
ST21_JAILED_GHOST/DLG_2104_2: 我不知道我会去哪里，但我确信它不会是大梦境的另一边
ST21_JAILED_GHOST/DLG_2105_0: 我蓝色火焰的身体被熄灭了…
ST21_JAILED_GHOST/DLG_2106_0: 你为我带来了更多的念珠绳结吗，忏悔者？
ST21_JAILED_GHOST/MSG_2101_0: 可用新的神秘念珠串
ST22_STATUE/DLG_QT_2201_0: 重新填充空胆汁管以换取{purgepoints}
ST22_STATUE/DLG_QT_2201_ANSWER_0: 填充
ST22_STATUE/DLG_QT_2201_ANSWER_1: 不
ST22_STATUE/DLG_QT_2202_0: 恢复生命以换取{purgepoints}
ST22_STATUE/DLG_QT_2202_ANSWER_0: 恢复
ST22_STATUE/DLG_QT_2202_ANSWER_1: 不
ST25_PONTIFF/DLG_2501_0: 在我的梦里，我听到你的脚步声越来越近。在我的梦里，我试着和你说话，介绍我自己
ST25_PONTIFF/DLG_2501_1: 奇迹的守护者，奇迹旗帜的守护者，我怀着巨大的痛苦带着圣父的徽章
ST25_PONTIFF/DLG_2501_2: 我是沾满鲜血的双手，我是神母凝视的眼睛
ST25_PONTIFF/DLG_2501_3: 但我对你一无所知，除了你那冷酷的、无名的面孔
ST25_PONTIFF/DLG_2501_4: 除了你那长满老茧、伤痕累累的双手。除了哀悼你的死亡
ST25_PONTIFF/DLG_2501_5: 不。我对你一无所知，只有奇迹才知道你
ST25_PONTIFF/DLG_2502_0: 你打碎了你看见我睡着的那面镜子
ST25_PONTIFF/DLG_2502_1: 现在你看到我醒来，乃是奇迹之子
ST25_PONTIFF/DLG_2503_0: 现在，愿你充满罪恶的剑能够与我的金剑相撞吧
ST25_PONTIFF/DLG_2503_1: 让它们受伤，列队前进
ST25_PONTIFF/DLG_2503_2: 我永远诅咒你的名字
ST25_PONTIFF/DLG_2503_3: 我永远祝福你的死亡
Sword/HE01_CAPTION: 烟火香心
Sword/HE01_DESCRIPTION: 提升祷文的持续时间与效力，但也会增加信仰的消耗
Sword/HE01_LORE: 悲恸奇迹恩典集·第一@@一天夜里狂风大作，枯树燃起烈火，而这棵枯树是圣王变成的，这都是奇迹赐下的神恩。枯树燃烧了九十天，当它烧尽时，留下了堆积如山的灰烬，盖满了大教堂的主塔，只有圣王的翻转王座留在上面。任何在场之人以及想要攀爬上去的人都被灰烬吞没，整座教堂陷入了死寂当中
Sword/HE02_CAPTION: 痛德之心
Sword/HE02_DESCRIPTION: 有防御祷文赐福的剑芯。可以插入孽刃之中。强化防御姿态，提升持续时间
Sword/HE02_LORE: 『悲恸奇迹恩典集·第二』@@「大风猛烈地吹过圣树所在的大教堂的裂缝，扬起的灰烬形成了浓密的灰云，把整个神母教堂都笼罩在铅灰色的黑暗中。地面开始颤抖。这时，从灰山深处传来一声可怕的喊叫。越来越多的人加入了这一呼声。喉咙里的尖叫声，动物的吼声，怪物的叫声，尤其是老人的尖叫声，那声音沉重地回响着，像从巨人的喉咙里发出来的一样」@
Sword/HE03_CAPTION: 硝石血心
Sword/HE03_DESCRIPTION: 忏悔者濒死时攻击伤害将有所提升
Sword/HE03_LORE: 他受宣福礼后不久，奇迹降临到不起眼的教区祭司和悔过者身上：一切罪恶、过去未来、所思所为、所亲所近之象。他无需听我们忏悔，因他都已知晓。他懂得救赎，明白我们是否诚心悔过。他洞悉一切。罪恶与罪人再无关联；我们赤裸地暴露在他与奇迹面前。这样的神恩令人恐惧。为了尽力阻止时常显现在他眼前的罪恶之象，他让我们用厚麻布盖住他的头，恳求我们带他去很远，很远的地方…
Sword/HE04_CAPTION: 神油之心
Sword/HE04_DESCRIPTION: 神油之心涂有可以点燃灵魂的神油。神圣之怒会提升持剑之人的力量，同时降低他们的防御力
Sword/HE04_LORE: 「圣父，一如往常，列队游行后，忏悔者的鲜血染红大地，他们步步伤损，步步苦痛。靠在窗台上凝视着夜色中的血泊祈祷时，我发现有个穿着斗篷的人开始将鲜血收集到闪闪发光的金属容器中」@「孩子，你说的那个人，一定是那位流浪的婆子，他们称她为坎德拉里亚的商人：有人奉她为圣人，有人斥她为女巫」
Sword/HE05_CAPTION: 蔚蓝香心
Sword/HE05_DESCRIPTION: 熠熠生辉的剑芯，四周有蓝色雾气起伏波动。它的香气中混合了血腥的味道，可提升信仰。但遗憾的是，这种雾气会影响纯度，削弱血腥攻击伤害
Sword/HE05_LORE: 悲恸奇迹恩典集·第三@@那些曾经被灰烬吞没的大部落族民，他们是奇迹部落，是天罚之民。他们满怀信念、又满腔怒火。他们要惩罚所有逃脱神圣之命、奇迹之愿的人。
Sword/HE06_CAPTION: 圣净之心
Sword/HE06_DESCRIPTION: 有狂热祷文赐福的剑芯。可以插入孽刃之中。强化赎罪之泪的吸取效果，但无法使用圣水瓶
Sword/HE06_LORE: 孽刃传说，罪孽之剑@@据说，这尊带有花瓣的石像曾经是个内心充满了深深的罪恶感的年轻女子，她用圣父的偶像击打着自己的胸膛，请求惩罚。奇迹便在圣父的偶像中现了身，从她身上露出了一条带有又宽又长的刀锋并深深扎着根的大刀，刺穿了她的罪恶的心，后来把又把她的身体变成了石头。那把剑从此被称为孽刃，也是那年轻女子的临终遗言而化成的歉意
Sword/HE07_CAPTION: 热血之熔心
Sword/HE07_DESCRIPTION: 触感干燥多孔的剑芯。每次造成击杀后可使孽刃剧烈震动，将生命力传输给携带者，但会削弱圣水瓶的恢复效果
Sword/HE07_LORE: 金匠不住地在银器上雕刻着，信口问道：@「冒昧一问，这东西要沾谁的血？」@祭司答道：@「是将死之人的血，他自己背叛了自己，判处他有罪的就是他所效命的教会」@金匠停下了手中的活，抬起眼说道：@「那不正是阁下您吗？」
Sword/HE101_CAPTION: 平明佳心
Sword/HE101_DESCRIPTION: 罗拉德斯的精华交汇在一起，形成了足金，可谓白光闪耀，仿佛激情四射。四位阿马内奇达在数百年前正是因这种激情而生。携带者闪避之后，其速度会得到提升，但是其防御力将会减半。
Sword/HE101_LORE: 长思则费心劳神，一睹则泪水盈眶。敢问圣者，你对我究竟做了什么？你无畏牺牲，我因此告知世人，我对你敬爱有加。@我的罪过就是敬爱神圣，这神圣就在你体内，就是你的本质，因而可以算是禁戒神福。这份爱在我心中的分量越来越重，每每都要突破胸怀，简直呼之欲出。我无法再将其压抑下去，因为它有自己的意志。让我的肌肤裂开吧，让我宝贵的热情迸发，并且为你所用吧。
Sword/HE10_CAPTION: 孤音之心
Sword/HE10_DESCRIPTION: 与神秘之音共鸣的剑芯。可以插入孽刃之中，使孽刃之锋颤动，摧毁某些无形投射物，但会削弱携带者的元素抗性
Sword/HE10_LORE: 看着他们。看着他们爬上燃烧的灰烬。看着他们如何像饥饿的野兽般爬行。灰烬贪婪地将他们一个个吞噬。这就是奇迹传递给他们的信念。信念支撑着他们爬向翻转王座，承诺赐予他们圣餐仪式，圣餐仪式确实会到来，但不是以他们所期待的方式。很快，当所有人都被吞噬之时，他们就将带着你我永远无法理解的信念获得重生
Sword/HE11_CAPTION: 无名诗心
Sword/HE11_DESCRIPTION: 在禁忌之诗中锻造出的剑芯。可以插入孽刃之中。减少阻滞的持续时间，但削弱了正义天罚的处决威力
Sword/HE11_LORE: 墓碑上写着：「歌者，为我而唱吧，愿你的歌声能为我减轻痛楚。」那里埋葬着用歌声祈祷的诗人，命定之日，他的诗歌惊扰了邪恶的心灵。就算我们再也听不到他的声音，遗忘了他的名字，他的歌声永存世间 
Sword/HE201_CAPTION: 纯绝孽刃之心
Sword/HE201_DESCRIPTION: 罪孽之刃的真正核心，在这把剑降世之前就被掳走。它可以将工具变成武器，与创造它的力量相抗衡，使得这把武器变得更加完美。@它可以增强这把剑的力量，从而使得这把剑可以达成自己的真正目的。
Sword/HE201_LORE: 圣父的信徒共有四位。这四人见证了初代神迹。在年轻人扎根于这颗参天大树进而扭曲之前，这四人就已经开始进行祈祷。这四人听到了圣父安息前说出的三个字。这四人崇敬多结之树的生长方式，因为这棵树可以淌出液体黄金。@ 这四人见证了初代神迹，但是只有一人能见到神迹本身。他看到了神迹的外相、命运与起源：三一圣体，至高意志。
TearsObject/Generic_CAPTION: 赎罪之泪
Tutorial/TUT10_CAPTION: 圣水瓶
Tutorial/TUT10_TEXT: 按下[ACT:Flask]消耗你的一个圣水瓶来恢复活力。这些圣水瓶是通过跪拜在神圣真主面前来重新装满的。寻找一些空瓶可以增加你的携带量
Tutorial/TUT11_CAPTION: 剑之心
Tutorial/TUT11_TEXT: 在孽刃中装备一颗剑之心来变更它的属性。它们可以提供强大的加成效果，但这也是有代价的@在神圣真主处休息，可以查看剑的中心，并且可以插入不同的剑之心 
Tutorial/TUT12_CAPTION: 诵经念珠
Tutorial/TUT12_TEXT: 在你的念珠串中装备诵经念珠，以改善忏悔者的特性。找到额外的念珠绳结便可增加你可以装备的诵经念珠的数量
Tutorial/TUT13_CAPTION: 月光之子
Tutorial/TUT13_TEXT: 你会发现这些人被关在了遍及古斯托迪亚各地的笼子里。你可以使用你所掌握的任何技能来释放他们 
Tutorial/TUT14_CAPTION: 高级教程：鲜血忏悔
Tutorial/TUT14_TEXT: 按住[ACT:Range Attack]，消耗一定的血量来换取热情。这项操作也会消耗少量的赎罪之泪[ICON:TEARS]
Tutorial/TUT15_CAPTION: 物品栏
Tutorial/TUT15_TEXT: 你可以在你的物品栏中查看你迄今为止找到的所有物品。在游玩时按下[ACT:Inventory]以打开它@
Tutorial/TUT16_CAPTION: 地图
Tutorial/TUT16_TEXT: 按下[ACT:Pause]以打开你的地图 
Tutorial/TUT17_CAPTION: 圣物
Tutorial/TUT17_TEXT: 装备圣物来改变你对世界的认知力。每个圣物都有独特的效果，你可以同时装备三个圣物
Tutorial/TUT1_CAPTION: 高级教程：格挡、反击与弹反
Tutorial/TUT1_TEXT: 按下[ACT:Parry]进行格挡。这项操作允许你反击弱击、偏转重击。@在反击时，当双方接触的瞬间按下[ACT:Attack]按键便可进行弹反，增加打击的力度并击晕某些敌人。
Tutorial/TUT2_CAPTION: 处决
Tutorial/TUT2_TEXT: 你的一些攻击可以击晕某些敌人@按下[ACT:Interact]来处决被击晕的敌人@以这种方式消灭敌人会让你获得热情与赎罪之泪[ICON:TEARS]
Tutorial/TUT3_CAPTION: 高级教程：空冲
Tutorial/TUT3_TEXT: 位于空中时，按下[ACT:Dash][ICON:PLUS][ACT:Attack]以在击中敌人之后上升。你可以在着陆前这样做两次
Tutorial/TUT4_CAPTION: 急闪
Tutorial/TUT4_TEXT: 按下[ACT:Dash]以闪避。使用闪避动作可以蹲伏穿过狭小空间，躲开物理攻击，穿过敌人而不受伤害
Tutorial/TUT5_CAPTION: 祷文与热情
Tutorial/TUT5_TEXT: 在你的物品栏中装备祷文，然后按下[ACT:Prayer]来启动它。祷文和某些战斗技巧会消耗热情。攻击和处决敌人以填满您的热情读条
Tutorial/TUT6_CAPTION: 神圣真主
Tutorial/TUT6_TEXT: 按下[ACT:Interact]以在神圣真主处休息，储存游戏进度并补充你的生命值和圣水瓶@在死后，你可以在最近访问的神圣真主处重生@休息也会让敌人重生
Tutorial/TUT7_CAPTION: 孽刃神龛
Tutorial/TUT7_TEXT: 访问孽刃神龛以强化你的剑的力量。你也可以使用赎罪之泪[ICON:TEARS]来解锁战斗技能。访问更多的神龛，增加孽刃的力量以获得更强大的技巧 
Tutorial/TUT8_CAPTION: 墙面跳
Tutorial/TUT8_TEXT: 当你跳跃到特定的墙面时，按下[ACT:Attack]可将你的剑刺入墙壁@在悬吊时，按下[ACT:Jump]以跳跃，或按下[ACT:Grab Cancel]以跳下
Tutorial/TUT9_CAPTION: 罪过累积
Tutorial/TUT9_TEXT: 当忏悔者在忏悔中死亡时，世界上便会出现一块罪过碎片。罪过的重量会逐渐累积，并减少玩家获得的热情与赎罪之泪[ICON:TEARS]的数量，以及热情的最大值@回收罪过碎片可恢复此减益效果，或者找到可以减轻你的负担的人
UI/ALTAR_MENU: [ACT:Inventory] 忏悔者    [ACT:Jump] 什一税    [ACT:UI Back]   提升
UI/DEAD_CONTINUE: 请按任意键继续
UI/DEAD_MAIN_MESSAGE: 你死了
UI/DISABLED_TEXT: 禁用
UI/ENABLED_TEXT: 启用
UI/FONT: MSJhengHei-cut
UI/FONT_ARIAL: Arial
UI/FONT_CAUDEX: Caudex-Bold
UI/FONT_MORIA: MoriaCitadel
UI/FONT_SCROLL: MSJhengHei-cut
UI/FONT_TEXTMESH_PRO: MSJhengHei-cutPro
UI/GET_GUILTDROP_TEXT: 已回收罪过碎片
UI/ISIDORA_MENU_FORBIDDEN: 死亡之歌，无法休止
UI/KNEEL_MENU: [ACT:Inventory]  物品栏          [ACT:UI Back]   起身
UI/KNEEL_MENU_TELEPORT: [ACT:Jump]  传送       [ACT:UI Back]    提升
UI/KNELL_MENU_ALL: [ACT:Inventory] 物品栏   [ACT:Jump] 传送   [ACT:UI Back]   提升
UI/LABEL_SKIP: 跳过
UI/NEW_LABEL: 新 -
UI/PRESS_START: 请按任意键
UI/RENDER_MODE_OPTION: 渲染效果
UI/RENDER_MODE_PRESET: 预设
UI_Achievements/LABEL_ACHIEVEMENT_UNLOCKED: 解锁成就
UI_Achievements/LABEL_HEADER: 成就
UI_Achievements/LABEL_HIDDEN_DESC: 继续进行游戏来展示
UI_Achievements/LABEL_HIDDEN_HEADER: 隐藏成就
UI_Achievements/LABEL_MENU_ACHIEVEMENTS: 成就
UI_Alms/LABEL_TEXT_ALMS: 捐赠：
UI_BossRush/COMPLETED_SUFFIX: 已完成
UI_BossRush/COURSE_A_1: 壹恸兄弟
UI_BossRush/COURSE_A_2: 贰恸圣王
UI_BossRush/COURSE_A_3: 叁恸真罚
UI_BossRush/COURSE_B_1: 肆恸破晓
UI_BossRush/COURSE_C_1: 伍恸绝贞
UI_BossRush/COURSE_D_1: 莫测意志之绝恸
UI_BossRush/FAILEDED_SUFFIX: 失败
UI_BossRush/LABEL_BUTTON_ACCEPT_SLOT: 圣恸
UI_BossRush/LABEL_BUTTON_RETRY: 重新尝试
UI_BossRush/LABEL_DIF_HARD: 真罚
UI_BossRush/LABEL_DIF_NORMAL: 朝圣者
UI_BossRush/LABEL_HEADER: 圣恸
UI_BossRush/LABEL_HEADER_CURSE: 选择征程：
UI_BossRush/LABEL_HEADER_DIFICULTY: 选择难度：
UI_BossRush/LABEL_HEADER_SLOT: 选择已保存的文件：
UI_BossRush/LABEL_MENU_BOSSRUSH: 圣恸
UI_BossRush/LABEL_UNLOCK_COURSE_A_2: 完成壹恸兄弟%解锁这一征程
UI_BossRush/LABEL_UNLOCK_COURSE_A_3: 完成贰恸圣王%解锁这一征程
UI_BossRush/LABEL_UNLOCK_COURSE_B_1: 击败劳德斯，首位阿曼奈希达%解锁这一征程
UI_BossRush/LABEL_UNLOCK_COURSE_C_1: 在困难%真罚模式下完成所有征程解锁这一征程
UI_BossRush/LABEL_UNLOCK_COURSE_D_1: 完成所有先前的路线，并且在永恒行程中%达成自己的目的
UI_BossRush/NEW_RECORD: 新纪录
UI_BossRush/RANK_LABEL_BEST_TIME: 最佳时间：
UI_BossRush/RANK_LABEL_BLOOD: 已使用的血赎：
UI_BossRush/RANK_LABEL_DIFICULTY: 难度：
UI_BossRush/RANK_LABEL_DOGES: 已进行闪避：
UI_BossRush/RANK_LABEL_FLASK_USED: 已使用的圣水瓶：
UI_BossRush/RANK_LABEL_GRADE: 阶位：
UI_BossRush/RANK_LABEL_HITS: 受到的攻击：
UI_BossRush/RANK_LABEL_PRAYERS: 已念诵的祷文：
UI_BossRush/RANK_LABEL_TIME: 当前时间：
UI_BossRush/TEXT_BESTTIME: 最佳时间：%
UI_BossRush/TEXT_BOSSRUSH_UNLOCKED: <color=#396344>圣恸</color>模式已解锁！
UI_BossRush/TEXT_COURSE_END_COMPLETED: 征程%完成！
UI_BossRush/TEXT_COURSE_END_FAILED: 征程%失败！
UI_BossRush/TEXT_COURSE_UNLOCKED: 征途<color=#396344>%</color>已解锁！
UI_BossRush/TEXT_HARD_UNLOCKED: <color=#ffffffff>真罚</color>难度等级解锁！
UI_Controls/ACCEPT_BINDING: 接受
UI_Controls/ATTACK: 攻击
UI_Controls/CANCEL: 取消
UI_Controls/DASH: 闪避
UI_Controls/DIALOG_SKIP: 跳过对话框
UI_Controls/EDIT_BINDING: 编辑
UI_Controls/FLASK: 圣水
UI_Controls/GRAB_CANCEL: 取消抓取
UI_Controls/INTERACT: 互动
UI_Controls/INVENTORY: 物品栏
UI_Controls/INVENTORY_LEFT: 前一选项卡
UI_Controls/INVENTORY_LORE: 显示/隐藏图例
UI_Controls/INVENTORY_RIGHT: 后一选项卡
UI_Controls/INVENTORY_SCROLL_DOWN: 向下滚动
UI_Controls/INVENTORY_SCROLL_UP: 向上滚动
UI_Controls/JUMP: 跳跃
UI_Controls/LEFT_STICK_DISCLAIMER: 注意：左摇杆会始终用于玩家的移动操作
UI_Controls/MOVE_HORIZONTAL_NEG: 向左移动
UI_Controls/MOVE_HORIZONTAL_POS: 向右移动
UI_Controls/MOVE_RHORIZONTAL_NEG: 向左移动相机
UI_Controls/MOVE_RHORIZONTAL_POS: 向右移动相机
UI_Controls/MOVE_RVERTICAL_NEG: 向下移动相机
UI_Controls/MOVE_RVERTICAL_POS: 向上移动相机
UI_Controls/MOVE_VERTICAL_NEG: 下移
UI_Controls/MOVE_VERTICAL_POS: 向上移动
UI_Controls/PARRY: 格挡
UI_Controls/PAUSE: 地图
UI_Controls/PRAYER: 祷文
UI_Controls/RANGE_ATTACK: 远程攻击
UI_Controls/RESTORE_DEFAULT_BINDINGS: 恢复控件
UI_Controls/SAVE_AND_EXIT: 保存并退出
UI_Extras/BACKGROUND_0_LABEL: Blasphemous
UI_Extras/BACKGROUND_1_LABEL: 清晓将动
UI_Extras/BACKGROUND_2_LABEL: 冲突与毁灭
UI_Extras/BACKGROUND_3_LABEL: 薄暮之伤
UI_Extras/CHOOSE_BACKGROUND: 背景选择
UI_Extras/LABEL_MENU_EXTRAS_DEFAULTSKIN: 默认外观
UI_Extras/LABEL_MENU_EXTRAS_SELECTSKIN: 选择忏悔者的外观
UI_Extras/LABEL_MENU_EXTRAS_SKIN1: 奇迹之子
UI_Extras/LABEL_MENU_EXTRAS_SKIN2: 真实叛教者
UI_Extras/LABEL_MENU_EXTRAS_SKIN3: 藏骨瓮守望者
UI_Extras/LABEL_MENU_EXTRAS_SKIN4: 黄金罪孽
UI_Extras/LABEL_MENU_EXTRAS_SKIN5: 合金之罪
UI_Extras/LABEL_MENU_EXTRAS_SKIN_ALMS: 遗落救济
UI_Extras/LABEL_MENU_EXTRAS_SKIN_BOSSRUSH: 永息长眠
UI_Extras/LABEL_MENU_EXTRAS_SKIN_BOSSRUSH_S: 绝诚
UI_Extras/LABEL_MENU_EXTRAS_SKIN_DEMAKE: 古法超绝
UI_Extras/LABEL_MENU_EXTRAS_SKIN_ENDING_C: 楷罚
UI_Extras/LABEL_MENU_EXTRAS_SKIN_GAMEBOY: 冒险
UI_Extras/LABEL_MENU_EXTRAS_SKIN_ISIDORA: 冥颂
UI_Extras/LABEL_MENU_EXTRAS_SKIN_KONAMI: 古史
UI_Extras/LABEL_MENU_EXTRAS_SKIN_PE01: 笃信
UI_Extras/LABEL_MENU_EXTRAS_SKIN_PE02: 血心
UI_Extras/LABEL_MENU_EXTRAS_SKIN_PE03: 真罪
UI_Extras/LABEL_MENU_EXTRAS_SKIN_SIERPES: 回影
UI_Extras/SHOW_PATCH_NOTES: 显示补丁说明
UI_Extras/UNLOCK_PENITENT_ALMS: 外观解锁：<color=#c39c4c>遗落救济</color>
UI_Extras/UNLOCK_PENITENT_BOSSRUSH: 皮肤解锁：<color=#396344>永息长眠</color>
